,STOCK CODE,STOCK NAME_x,VALUE DATE,EVAL MID YIELD,EVAL MID PRICE,EVAL MID PRICE CHANGE,EVAL MID YIELD CHANGE,MODIFIED DURATION,CONVEXITY,COUPON FREQUENCY,NEXT COUPON RATE
2050,VE190062,ZAMARAD ABS-IMTN 27.03.2020 (Class A - Series 1),2019-11-01,3.795,100.294,-0.002,0.0,0.39799999999999996,0.317,2.0,4.55
2047,VE190062,ZAMARAD ABS-IMTN 27.03.2020 (Class A - Series 1),2019-12-02,3.772,100.236,-0.005,-0.002,0.315,0.19899999999999998,2.0,4.55
2024,VE190062,ZAMARAD ABS-IMTN 27.03.2020 (Class A - Series 1),2020-01-02,3.67,100.194,-0.002,-0.012,0.23199999999999998,0.10800000000000001,2.0,4.55
2016,VE190062,ZAMARAD ABS-IMTN 27.03.2020 (Class A - Series 1),2020-02-03,3.5660000000000003,100.135,-0.008,-0.002,0.146,0.043,2.0,4.55
2019,VE190062,ZAMARAD ABS-IMTN 27.03.2020 (Class A - Series 1),2020-03-02,3.358,100.079,-0.008,-0.008,0.07,0.01,2.0,4.55
558,VE190114,DRB-HICOM IMTN 5.350% 08.07.2020,2019-08-01,4.111000000000001,101.12100000000001,-0.003,-0.001,0.903,1.263,2.0,5.35
553,VE190114,DRB-HICOM IMTN 5.350% 08.07.2020,2019-09-03,3.835,101.241,-0.013000000000000001,-0.004,0.815,1.071,2.0,5.35
542,VE190114,DRB-HICOM IMTN 5.350% 08.07.2020,2019-10-01,3.89,101.087,0.005,-0.011000000000000001,0.74,0.9159999999999999,2.0,5.35
549,VE190114,DRB-HICOM IMTN 5.350% 08.07.2020,2019-11-01,3.884,100.97200000000001,-0.003,-0.001,0.657,0.759,2.0,5.35
537,VE190114,DRB-HICOM IMTN 5.350% 08.07.2020,2019-12-02,3.6889999999999996,100.969,-0.011000000000000001,-0.002,0.574,0.617,2.0,5.35
2073,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2019-08-01,4.15,99.999,-0.001,0.0,0.956,1.3880000000000001,2.0,4.15
2063,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2019-09-03,4.09,100.04899999999999,0.006999999999999999,-0.009000000000000001,0.868,1.183,2.0,4.15
2063,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2019-10-01,4.042,100.081,-0.001,0.0,0.7929999999999999,1.022,2.0,4.15
2060,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2019-11-01,4.056,100.06200000000001,0.0,-0.001,0.71,0.856,2.0,4.15
2057,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2019-12-02,4.032,100.071,0.0,-0.001,0.627,0.7040000000000001,2.0,4.15
2034,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2020-01-02,3.94,100.11399999999999,0.005,-0.01,0.544,0.5670000000000001,2.0,4.15
2026,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2020-02-03,3.872,100.13,-0.003,0.0,0.47200000000000003,0.446,2.0,4.15
2029,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2020-03-02,3.6180000000000003,100.206,0.001,-0.015,0.39799999999999996,0.317,2.0,4.15
2027,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2020-04-01,3.6430000000000002,100.15299999999999,0.009000000000000001,-0.031,0.318,0.20199999999999999,2.0,4.15
2020,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2020-05-04,3.48,100.145,-0.001,-0.024,0.23,0.105,2.0,4.15
2006,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2020-06-01,3.1689999999999996,100.14399999999999,-0.006999999999999999,-0.003,0.154,0.047,2.0,4.15
2004,VE190122,ZAMARAD ABS-IMTN 27.07.2020 (Class A S1 Tranche 2),2020-07-01,3.1630000000000003,100.06700000000001,-0.002,-0.006999999999999999,0.07200000000000001,0.01,2.0,4.15
2118,VE190222,ESSB IMTN 3.950% 09.10.2020,2019-11-01,3.949,99.999,0.0,0.0,0.909,1.2770000000000001,2.0,3.95
2115,VE190222,ESSB IMTN 3.950% 09.10.2020,2019-12-02,3.8710000000000004,100.06200000000001,0.001,-0.002,0.826,1.093,2.0,3.95
2094,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-01-02,3.81,100.1,0.006999999999999999,-0.011000000000000001,0.743,0.922,2.0,3.95
2086,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-02-03,3.7110000000000003,100.155,-0.001,-0.001,0.6579999999999999,0.76,2.0,3.95
2089,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-03-02,3.4810000000000003,100.275,0.003,-0.01,0.583,0.631,2.0,3.95
2088,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-04-01,3.511,100.22399999999999,0.015,-0.03,0.502,0.503,2.0,3.95
2081,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-05-04,3.279,100.28200000000001,0.003,-0.023,0.425,0.36200000000000004,2.0,3.95
2068,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-06-01,3.049,100.31,-0.006999999999999999,-0.001,0.35100000000000003,0.24600000000000002,2.0,3.95
2066,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-07-01,3.034,100.24,-0.005,0.009000000000000001,0.27,0.146,2.0,3.95
2062,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-08-03,2.782,100.205,-0.012,-0.005,0.18100000000000002,0.066,2.0,3.95
2036,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-09-01,2.7039999999999997,100.12299999999999,-0.013999999999999999,0.001,0.102,0.021,2.0,3.95
2031,VE190222,ESSB IMTN 3.950% 09.10.2020,2020-10-01,2.69,100.025,-0.003,-0.005,0.021,0.001,2.0,3.95
1240,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2019-12-02,4.078,100.02,0.001,-0.001,0.946,1.3630000000000002,2.0,4.1
1223,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-01-02,4.073,100.02,0.0,0.0,0.863,1.172,2.0,4.1
1216,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-02-03,4.004,100.07,0.0,-0.001,0.777,0.99,2.0,4.1
1214,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-03-02,3.747,100.24600000000001,0.015,-0.024,0.703,0.8440000000000001,2.0,4.1
1210,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-04-01,3.7319999999999998,100.228,0.018000000000000002,-0.03,0.622,0.6970000000000001,2.0,4.1
1207,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-05-04,3.565,100.289,0.006,-0.02,0.534,0.552,2.0,4.1
1195,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-06-01,3.261,100.391,-0.006999999999999999,0.0,0.46799999999999997,0.43799999999999994,2.0,4.1
1195,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-07-01,3.273,100.315,0.002,-0.011000000000000001,0.38799999999999996,0.301,2.0,4.1
1186,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-08-03,2.937,100.34200000000001,-0.012,-0.003,0.3,0.18,2.0,4.1
1169,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-09-01,2.835,100.274,-0.01,-0.015,0.222,0.098,2.0,4.1
1166,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-10-01,2.7910000000000004,100.178,-0.004,-0.001,0.141,0.04,2.0,4.1
1157,VE190250,PWSB IMTN 4.10% 23.11.2020 - Issue No. 7,2020-11-02,2.668,100.074,-0.011000000000000001,-0.008,0.053,0.006,2.0,4.1
2125,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2019-12-02,3.897,100.00200000000001,0.002,-0.002,0.937,1.341,2.0,3.9
2104,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-01-02,3.805,100.07799999999999,0.009000000000000001,-0.011000000000000001,0.8540000000000001,1.1520000000000001,2.0,3.9
2096,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-02-03,3.7230000000000003,100.132,-0.001,-0.001,0.768,0.971,2.0,3.9
2099,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-03-02,3.452,100.31,0.011000000000000001,-0.02,0.6940000000000001,0.826,2.0,3.9
2098,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-04-01,3.5180000000000002,100.234,0.019,-0.031,0.613,0.6809999999999999,2.0,3.9
2091,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-05-04,3.363,100.285,0.005,-0.02,0.524,0.537,2.0,3.9
2078,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-06-01,3.063,100.381,-0.006999999999999999,-0.001,0.45799999999999996,0.419,2.0,3.9
2076,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-07-01,3.075,100.306,0.001,-0.009000000000000001,0.37799999999999995,0.285,2.0,3.9
2072,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-08-03,2.761,100.323,-0.012,-0.003,0.289,0.168,2.0,3.9
2046,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-09-01,2.6630000000000003,100.255,-0.01,-0.015,0.21100000000000002,0.08900000000000001,2.0,3.9
2041,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-10-01,2.6519999999999997,100.15700000000001,-0.003,-0.001,0.13,0.034,2.0,3.9
2034,VE190251,ZAMARAD ABS-IMTN 19.11.2020 (CLASS A S1 TRANCHE 3),2020-11-02,2.531,100.056,-0.01,-0.012,0.042,0.004,2.0,3.9
1035,VE190261,ACSB IMTN 5.300% 20.11.2020,2019-12-02,4.2780000000000005,100.95700000000001,-0.006999999999999999,-0.001,0.934,1.3359999999999999,2.0,5.3
1020,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-01-02,4.199,100.939,0.005,-0.012,0.851,1.148,2.0,5.3
1013,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-02-03,4.099,100.92299999999999,-0.008,-0.002,0.7659999999999999,0.968,2.0,5.3
1013,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-03-02,3.911,100.96799999999999,-0.003,-0.011000000000000001,0.691,0.823,2.0,5.3
1010,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-04-01,3.971,100.821,0.016,-0.031,0.611,0.6779999999999999,2.0,5.3
1007,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-05-04,3.773,100.814,-0.005,-0.021,0.523,0.535,2.0,5.3
1003,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-06-01,3.574,100.79,-0.013999999999999999,-0.001,0.45899999999999996,0.42200000000000004,2.0,5.3
1000,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-07-01,3.555,100.654,-0.009000000000000001,0.01,0.38,0.28800000000000003,2.0,5.3
994,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-08-03,3.366,100.553,-0.02,-0.003,0.292,0.17,2.0,5.3
977,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-09-01,3.2889999999999997,100.419,-0.021,-0.004,0.214,0.091,2.0,5.3
973,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-10-01,3.262,100.26100000000001,-0.006,-0.001,0.132,0.035,2.0,5.3
965,VE190261,ACSB IMTN 5.300% 20.11.2020,2020-11-02,3.138,100.094,-0.017,-0.003,0.045,0.004,2.0,5.3
1036,VE190266,ACSB IMTN 5.300% 20.11.2020,2019-12-02,4.2780000000000005,100.95700000000001,-0.006999999999999999,-0.001,0.934,1.3359999999999999,2.0,5.3
1021,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-01-02,4.199,100.939,0.005,-0.012,0.851,1.148,2.0,5.3
1014,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-02-03,4.099,100.92299999999999,-0.008,-0.002,0.7659999999999999,0.968,2.0,5.3
1012,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-03-02,3.911,100.96799999999999,-0.003,-0.011000000000000001,0.691,0.823,2.0,5.3
1009,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-04-01,3.971,100.821,0.016,-0.031,0.611,0.6779999999999999,2.0,5.3
1008,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-05-04,3.773,100.814,-0.005,-0.021,0.523,0.535,2.0,5.3
1002,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-06-01,3.574,100.79,-0.013999999999999999,-0.001,0.45899999999999996,0.42200000000000004,2.0,5.3
1001,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-07-01,3.555,100.654,-0.009000000000000001,0.01,0.38,0.28800000000000003,2.0,5.3
993,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-08-03,3.366,100.553,-0.02,-0.003,0.292,0.17,2.0,5.3
976,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-09-01,3.2889999999999997,100.419,-0.021,-0.004,0.214,0.091,2.0,5.3
974,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-10-01,3.262,100.26100000000001,-0.006,-0.001,0.132,0.035,2.0,5.3
964,VE190266,ACSB IMTN 5.300% 20.11.2020,2020-11-02,3.138,100.094,-0.017,-0.003,0.045,0.004,2.0,5.3
1022,VE190267,PKNS IMTN 3.600% 23.11.2020,2019-12-02,3.55,100.04700000000001,0.0,0.0,0.95,1.3719999999999999,2.0,3.6
1007,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-01-02,3.4930000000000003,100.09,0.01,-0.012,0.866,1.18,2.0,3.6
999,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-02-03,3.407,100.148,-0.001,0.0,0.78,0.996,2.0,3.6
998,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-03-02,3.1630000000000003,100.307,-0.004,0.0,0.705,0.8490000000000001,2.0,3.6
995,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-04-01,3.245,100.221,0.018000000000000002,-0.03,0.624,0.7,2.0,3.6
993,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-05-04,3.043,100.301,0.005,-0.021,0.535,0.5539999999999999,2.0,3.6
986,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-06-01,2.842,100.354,-0.005,-0.003,0.469,0.44,2.0,3.6
984,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-07-01,2.825,100.29799999999999,-0.005,0.009000000000000001,0.39,0.304,2.0,3.6
976,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-08-03,2.906,100.20299999999999,-0.008,0.0,0.302,0.182,2.0,3.6
959,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-09-01,2.862,100.15899999999999,-0.006999999999999999,-0.004,0.22399999999999998,0.1,2.0,3.6
956,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-10-01,2.852,100.102,-0.002,-0.001,0.14300000000000002,0.040999999999999995,2.0,3.6
947,VE190267,PKNS IMTN 3.600% 23.11.2020,2020-11-02,2.7289999999999996,100.04700000000001,-0.006999999999999999,-0.001,0.057,0.006,2.0,3.6
2136,VE190355,SEP IMTN 4.300% 24.12.2020,2020-01-02,4.3,99.999,0.0,0.0,0.945,1.359,2.0,4.3
2128,VE190355,SEP IMTN 4.300% 24.12.2020,2020-02-03,4.216,100.069,0.005,-0.006,0.8590000000000001,1.1640000000000001,2.0,4.3
2131,VE190355,SEP IMTN 4.300% 24.12.2020,2020-03-02,3.9589999999999996,100.265,0.011000000000000001,-0.017,0.785,1.006,2.0,4.3
2130,VE190355,SEP IMTN 4.300% 24.12.2020,2020-04-01,3.284,100.721,0.019,-0.03,0.7070000000000001,0.852,2.0,4.3
2123,VE190355,SEP IMTN 4.300% 24.12.2020,2020-05-04,3.1039999999999996,100.74700000000001,0.0,-0.02,0.618,0.6920000000000001,2.0,4.3
2110,VE190355,SEP IMTN 4.300% 24.12.2020,2020-06-01,2.801,100.82799999999999,-0.011000000000000001,-0.001,0.544,0.568,2.0,4.3
2108,VE190355,SEP IMTN 4.300% 24.12.2020,2020-07-01,2.812,100.705,-0.002,-0.005,0.474,0.45,2.0,4.3
2104,VE190355,SEP IMTN 4.300% 24.12.2020,2020-08-03,2.511,100.68700000000001,-0.019,-0.002,0.387,0.299,2.0,4.3
2078,VE190355,SEP IMTN 4.300% 24.12.2020,2020-09-01,2.424,100.573,-0.016,-0.013000000000000001,0.309,0.191,2.0,4.3
2075,VE190355,SEP IMTN 4.300% 24.12.2020,2020-10-01,2.407,100.42399999999999,-0.005,-0.002,0.228,0.10400000000000001,2.0,4.3
2072,VE190355,SEP IMTN 4.300% 24.12.2020,2020-11-02,2.233,100.286,-0.015,-0.013000000000000001,0.141,0.04,2.0,4.3
1444,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-04-01,4.47,100.24600000000001,0.027000000000000003,-0.031,0.889,1.2309999999999999,2.0,4.75
1438,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-05-04,3.554,100.965,0.005,-0.022000000000000002,0.804,1.047,2.0,4.75
1423,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-06-01,3.3310000000000004,101.042,-0.01,-0.002,0.73,0.897,2.0,4.75
1422,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-07-01,3.292,100.956,-0.004,0.0,0.649,0.746,2.0,4.75
1411,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-08-03,3.075,100.955,-0.016,-0.002,0.561,0.596,2.0,4.75
1391,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-09-01,3.0060000000000002,100.861,-0.018000000000000002,-0.001,0.483,0.47600000000000003,2.0,4.75
1387,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-10-01,3.013,100.721,-0.005,0.0,0.418,0.349,2.0,4.75
1379,VE200020,COUNTRY GDN IMTN 4.750% 03.03.2021 - Issue No 6,2020-11-02,2.903,100.60600000000001,-0.013000000000000001,-0.006999999999999999,0.332,0.221,2.0,4.75
1998,VE200062,DANUM IMTN 2.640% 16.04.2021 - Tranche 6,2020-05-04,2.845,99.80799999999999,0.022000000000000002,-0.021,0.9309999999999999,1.329,2.0,2.64
1981,VE200062,DANUM IMTN 2.640% 16.04.2021 - Tranche 6,2020-06-01,2.585,100.046,0.0,0.0,0.856,1.159,2.0,2.64
1979,VE200062,DANUM IMTN 2.640% 16.04.2021 - Tranche 6,2020-07-01,2.622,100.012,0.013999999999999999,-0.018000000000000002,0.775,0.986,2.0,2.64
1973,VE200062,DANUM IMTN 2.640% 16.04.2021 - Tranche 6,2020-08-03,2.2640000000000002,100.258,0.003,-0.01,0.687,0.815,2.0,2.64
1946,VE200062,DANUM IMTN 2.640% 16.04.2021 - Tranche 6,2020-09-01,2.1430000000000002,100.304,0.002,-0.011000000000000001,0.609,0.675,2.0,2.64
1940,VE200062,DANUM IMTN 2.640% 16.04.2021 - Tranche 6,2020-10-01,2.136,100.26899999999999,-0.001,0.0,0.528,0.5429999999999999,2.0,2.64
1932,VE200062,DANUM IMTN 2.640% 16.04.2021 - Tranche 6,2020-11-02,2.057,100.26100000000001,0.0,-0.01,0.449,0.40399999999999997,2.0,2.64
796,VE200066,UEMS IMTN 3.70% 03.05.2021 - Issue No. 8,2020-05-04,3.029,100.654,100.654,3.029,0.973,1.431,2.0,3.7
790,VE200066,UEMS IMTN 3.70% 03.05.2021 - Issue No. 8,2020-06-01,2.927,100.695,-0.004,-0.002,0.898,1.254,2.0,3.7
788,VE200066,UEMS IMTN 3.70% 03.05.2021 - Issue No. 8,2020-07-01,3.486,100.171,-0.001,0.0,0.815,1.069,2.0,3.7
783,VE200066,UEMS IMTN 3.70% 03.05.2021 - Issue No. 8,2020-08-03,3.2510000000000003,100.325,-0.003,-0.002,0.727,0.89,2.0,3.7
769,VE200066,UEMS IMTN 3.70% 03.05.2021 - Issue No. 8,2020-09-01,3.182,100.337,-0.004,-0.002,0.649,0.745,2.0,3.7
766,VE200066,UEMS IMTN 3.70% 03.05.2021 - Issue No. 8,2020-10-01,3.21,100.28,-0.001,0.0,0.568,0.607,2.0,3.7
757,VE200066,UEMS IMTN 3.70% 03.05.2021 - Issue No. 8,2020-11-02,3.285,100.20299999999999,-0.003,-0.001,0.491,0.48200000000000004,2.0,3.7
791,VE200072,UEMS IMTN 3.70% 19.05.2021 - Issue No. 9,2020-06-01,2.926,100.73,-0.003,-0.003,0.9420000000000001,1.355,2.0,3.7
789,VE200072,UEMS IMTN 3.70% 19.05.2021 - Issue No. 9,2020-07-01,3.486,100.181,-0.001,0.0,0.858,1.162,2.0,3.7
784,VE200072,UEMS IMTN 3.70% 19.05.2021 - Issue No. 9,2020-08-03,3.25,100.345,-0.003,-0.003,0.77,0.976,2.0,3.7
770,VE200072,UEMS IMTN 3.70% 19.05.2021 - Issue No. 9,2020-09-01,3.182,100.35799999999999,-0.004,-0.002,0.6920000000000001,0.8240000000000001,2.0,3.7
767,VE200072,UEMS IMTN 3.70% 19.05.2021 - Issue No. 9,2020-10-01,3.21,100.3,-0.002,0.0,0.611,0.679,2.0,3.7
758,VE200072,UEMS IMTN 3.70% 19.05.2021 - Issue No. 9,2020-11-02,3.284,100.221,-0.002,-0.002,0.525,0.5379999999999999,2.0,3.7
1244,VE200079,GAMUDA IMTN 3.200% 02.06.2021,2020-07-01,3.0039999999999996,100.175,-0.001,0.0,0.899,1.255,2.0,3.2
1235,VE200079,GAMUDA IMTN 3.200% 02.06.2021,2020-08-03,2.84,100.291,-0.002,-0.002,0.8109999999999999,1.061,2.0,3.2
1217,VE200079,GAMUDA IMTN 3.200% 02.06.2021,2020-09-01,2.76,100.322,-0.002,-0.003,0.733,0.902,2.0,3.2
1214,VE200079,GAMUDA IMTN 3.200% 02.06.2021,2020-10-01,2.7710000000000004,100.28,-0.001,0.0,0.652,0.75,2.0,3.2
1204,VE200079,GAMUDA IMTN 3.200% 02.06.2021,2020-11-02,2.7460000000000004,100.258,-0.003,-0.001,0.565,0.602,2.0,3.2
988,VE200082,PKNS IMTN 3.500% 31.05.2021,2020-06-01,2.94,100.537,100.537,2.94,0.9740000000000001,1.4340000000000002,2.0,3.5
986,VE200082,PKNS IMTN 3.500% 31.05.2021,2020-07-01,2.91,100.51899999999999,-0.01,0.009000000000000001,0.894,1.2429999999999999,2.0,3.5
978,VE200082,PKNS IMTN 3.500% 31.05.2021,2020-08-03,2.995,100.399,-0.006,0.0,0.805,1.048,2.0,3.5
961,VE200082,PKNS IMTN 3.500% 31.05.2021,2020-09-01,2.927,100.412,-0.004,-0.002,0.727,0.89,2.0,3.5
958,VE200082,PKNS IMTN 3.500% 31.05.2021,2020-10-01,2.931,100.366,-0.001,0.0,0.6459999999999999,0.74,2.0,3.5
949,VE200082,PKNS IMTN 3.500% 31.05.2021,2020-11-02,2.8569999999999998,100.36200000000001,-0.004,-0.001,0.56,0.594,2.0,3.5
1065,VE200090,BGSM MGMT IMTN 3.000% 17.06.2021 - Issue No 19,2020-07-01,2.845,100.145,-0.001,0.0,0.941,1.3530000000000002,2.0,3.0
1058,VE200090,BGSM MGMT IMTN 3.000% 17.06.2021 - Issue No 19,2020-08-03,2.614,100.329,-0.004,0.0,0.853,1.1520000000000001,2.0,3.0
1040,VE200090,BGSM MGMT IMTN 3.000% 17.06.2021 - Issue No 19,2020-09-01,2.532,100.36200000000001,-0.003,-0.003,0.775,0.986,2.0,3.0
1037,VE200090,BGSM MGMT IMTN 3.000% 17.06.2021 - Issue No 19,2020-10-01,2.499,100.348,-0.001,0.0,0.6940000000000001,0.8270000000000001,2.0,3.0
1027,VE200090,BGSM MGMT IMTN 3.000% 17.06.2021 - Issue No 19,2020-11-02,2.517,100.294,-0.004,0.0,0.607,0.672,2.0,3.0
1430,VE200125,AEON CO. IMTN 3.150% 12.07.2021,2020-08-03,2.87,100.257,-0.001,-0.002,0.919,1.301,2.0,3.15
1410,VE200125,AEON CO. IMTN 3.150% 12.07.2021,2020-09-01,2.781,100.309,-0.002,-0.003,0.841,1.125,2.0,3.15
1406,VE200125,AEON CO. IMTN 3.150% 12.07.2021,2020-10-01,2.761,100.295,-0.001,0.0,0.76,0.956,2.0,3.15
1398,VE200125,AEON CO. IMTN 3.150% 12.07.2021,2020-11-02,2.7489999999999997,100.27,-0.003,0.0,0.6729999999999999,0.789,2.0,3.15
2136,VE200126,LESB IMTN 3.300% 16.07.2021 Series 1,2020-08-03,3.26,100.036,0.001,-0.002,0.927,1.32,2.0,3.3
2113,VE200126,LESB IMTN 3.300% 16.07.2021 Series 1,2020-09-01,3.174,100.105,0.0,-0.002,0.85,1.1440000000000001,2.0,3.3
2114,VE200126,LESB IMTN 3.300% 16.07.2021 Series 1,2020-10-01,3.159,100.10600000000001,0.001,-0.001,0.769,0.973,2.0,3.3
2113,VE200126,LESB IMTN 3.300% 16.07.2021 Series 1,2020-11-02,3.0860000000000003,100.14399999999999,-0.001,-0.002,0.6829999999999999,0.8059999999999999,2.0,3.3
979,VE200148,PKNS IMTN 2.990% 28.07.2021,2020-08-03,3.02,99.971,0.0,0.0,0.9620000000000001,1.402,2.0,2.99
962,VE200148,PKNS IMTN 2.990% 28.07.2021,2020-09-01,2.945,100.038,0.002,-0.003,0.885,1.222,2.0,2.99
959,VE200148,PKNS IMTN 2.990% 28.07.2021,2020-10-01,2.944,100.035,0.001,-0.001,0.804,1.046,2.0,2.99
950,VE200148,PKNS IMTN 2.990% 28.07.2021,2020-11-02,2.8739999999999997,100.081,0.0,-0.002,0.7190000000000001,0.8740000000000001,2.0,2.99
2132,VE200160,GMD IMTN 4.430% 09.03.2021,2020-09-01,2.292,101.095,-0.017,-0.011000000000000001,0.51,0.513,2.0,4.43
2133,VE200160,GMD IMTN 4.430% 09.03.2021,2020-10-01,2.29,100.921,-0.006,0.0,0.431,0.39799999999999996,2.0,4.43
2131,VE200160,GMD IMTN 4.430% 09.03.2021,2020-11-02,2.156,100.78200000000001,-0.013999999999999999,-0.012,0.344,0.289,2.0,4.43
2146,VE200187,ZAMARAD ABS-IMTN 07.09.2021 CLASS A S1 TRANCHE 4,2020-10-01,3.0439999999999996,99.958,0.001,-0.001,0.9129999999999999,1.287,2.0,3.0
2144,VE200187,ZAMARAD ABS-IMTN 07.09.2021 CLASS A S1 TRANCHE 4,2020-11-02,2.884,100.094,0.01,-0.013000000000000001,0.8270000000000001,1.0959999999999999,2.0,3.0
1030,VE200222,BGSM MGMT IMTN 2.550% 18.10.2021 - Issue No 22,2020-11-02,2.545,100.00399999999999,0.0,0.0,0.941,1.3519999999999999,2.0,2.55
2180,VE200230,PLNG2 IMTN 2.030% 21.10.2021 - Tranche No 1,2020-11-02,2.029,100.001,0.0,0.0,0.9520000000000001,1.381,2.0,2.03
2157,VE200258,SMS IMTN 3.330% 21.10.2021,2020-11-02,3.197,100.125,0.001,-0.002,0.9440000000000001,1.359,2.0,3.33
