,VALUE DATE,STOCK CODE,STOCK NAME,EVAL MID YIELD,EVAL MID PRICE,MODIFIED DURATION,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,REMAINING TENURE,OUTPUT PRICE,RATING TARGET,OPR level
12296,2020-04-01,PZ160015,CIMBBANK 5.500% Perpetual Capital Securities - T2,3.845,102.70700000000001,1.601,0.0,2.0,5.5,1,300,103.009,102.81034933333343,2.5
13823,2020-05-01,PZ160015,CIMBBANK 5.500% Perpetual Capital Securities - T2,3.568,103.009,1.515,0.0,2.0,5.5,1,300,103.072,102.81034933333343,2.5
15327,2020-06-01,PZ160015,CIMBBANK 5.500% Perpetual Capital Securities - T2,3.437,103.072,1.44,0.0,2.0,5.5,1,300,102.93799999999999,102.81034933333343,2.0
16819,2020-07-01,PZ160015,CIMBBANK 5.500% Perpetual Capital Securities - T2,3.4189999999999996,102.93799999999999,1.3969999999999998,0.0,2.0,5.5,1,300,103.001,102.81034933333343,2.0
18307,2020-08-01,PZ160015,CIMBBANK 5.500% Perpetual Capital Securities - T2,3.239,103.001,1.3090000000000002,0.0,2.0,5.5,1,300,102.98,102.81034933333343,1.75
19794,2020-09-01,PZ160015,CIMBBANK 5.500% Perpetual Capital Securities - T2,3.122,102.98,1.232,0.0,2.0,5.5,1,300,102.854,102.81034933333343,1.75
21294,2020-10-01,PZ160015,CIMBBANK 5.500% Perpetual Capital Securities - T2,3.071,102.854,1.151,0.0,2.0,5.5,1,300,102.682,102.81034933333343,1.75
249,2019-08-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,4.341,102.587,2.202,2.7,2.0,5.5,1,300,102.816,102.81034933333343,3.0
1730,2019-09-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,4.1930000000000005,102.816,2.115,2.7,2.0,5.5,1,300,102.98100000000001,102.81034933333343,3.0
3222,2019-10-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,4.073,102.98100000000001,2.041,3.0,2.0,5.5,1,300,102.935,102.81034933333343,2.93
4708,2019-11-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,4.043,102.935,1.959,2.3,2.0,5.5,1,300,102.84299999999999,102.81034933333343,2.92
6208,2019-12-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,4.034,102.84299999999999,1.875,2.0,2.0,5.5,1,300,102.774,102.81034933333343,2.99
7710,2020-01-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,4.01,102.774,1.841,2.0,2.0,5.5,1,300,102.88,102.81034933333343,3.0
9251,2020-02-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.884,102.88,1.757,2.3,2.0,5.5,1,300,103.171,102.81034933333343,2.66
10778,2020-03-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.6519999999999997,103.171,1.6840000000000002,2.3,2.0,5.5,1,300,102.70700000000001,102.81034933333343,2.75
12297,2020-04-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.845,102.70700000000001,1.601,2.7,2.0,5.5,1,300,103.009,102.81034933333343,2.5
13824,2020-05-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.568,103.009,1.515,2.3,2.0,5.5,1,300,103.072,102.81034933333343,2.5
15328,2020-06-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.437,103.072,1.44,2.7,2.0,5.5,1,300,102.93799999999999,102.81034933333343,2.0
16820,2020-07-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.4189999999999996,102.93799999999999,1.3969999999999998,3.0,2.0,5.5,1,300,103.001,102.81034933333343,2.0
18308,2020-08-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.239,103.001,1.3090000000000002,2.7,2.0,5.5,1,300,102.98,102.81034933333343,1.75
19795,2020-09-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.122,102.98,1.232,2.7,2.0,5.5,1,300,102.854,102.81034933333343,1.75
21295,2020-10-01,PZ160016,CIMB 5.500% Perpetual Capital Securities - T2,3.071,102.854,1.151,3.0,2.0,5.5,1,300,102.682,102.81034933333343,1.75
250,2019-08-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,4.1819999999999995,103.198,3.5039999999999996,0.0,2.0,5.08,1,300,103.68700000000001,106.94561587810762,3.0
1731,2019-09-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,4.025,103.68700000000001,3.4189999999999996,0.0,2.0,5.08,1,300,103.569,106.94561587810762,3.0
3223,2019-10-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,4.039,103.569,3.344,0.0,2.0,5.08,1,300,103.446,106.94561587810762,2.93
4709,2019-11-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,4.053,103.446,3.26,0.0,2.0,5.08,1,300,103.555,106.94561587810762,2.92
6209,2019-12-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.9989999999999997,103.555,3.178,0.0,2.0,5.08,1,300,103.637,106.94561587810762,2.99
7711,2020-01-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.951,103.637,3.174,0.0,2.0,5.08,1,300,104.113,106.94561587810762,3.0
9252,2020-02-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.7760000000000002,104.113,3.091,0.0,2.0,5.08,1,300,104.662,106.94561587810762,2.66
10779,2020-03-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.575,104.662,3.02,0.0,2.0,5.08,1,300,103.10799999999999,106.94561587810762,2.75
12298,2020-04-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,4.043,103.10799999999999,2.93,0.0,2.0,5.08,1,300,104.14,106.94561587810762,2.5
13825,2020-05-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.6719999999999997,104.14,2.8489999999999998,0.0,2.0,5.08,1,300,104.478,106.94561587810762,2.5
15329,2020-06-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.5260000000000002,104.478,2.7760000000000002,0.0,2.0,5.08,1,300,104.40799999999999,106.94561587810762,2.0
16821,2020-07-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.512,104.40799999999999,2.763,0.0,2.0,5.08,1,300,104.9,106.94561587810762,2.0
18309,2020-08-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.2910000000000004,104.9,2.677,0.0,2.0,5.08,1,300,105.03399999999999,106.94561587810762,1.75
19796,2020-09-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.195,105.03399999999999,2.6010000000000004,0.0,2.0,5.08,1,300,105.038,106.94561587810762,1.75
21296,2020-10-01,PZ180005,PBB AT1CS - TRANCHE 1  5.080% PERPETUAL,3.141,105.038,2.521,0.0,2.0,5.08,1,300,105.029,106.94561587810762,1.75
251,2019-08-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.518,103.354,3.71,0.0,2.0,5.4,1,300,103.89399999999999,102.81034933333343,3.0
1732,2019-09-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.36,103.89399999999999,3.6260000000000003,0.0,2.0,5.4,1,300,104.345,102.81034933333343,3.0
3224,2019-10-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.224,104.345,3.554,0.0,2.0,5.4,1,300,104.304,102.81034933333343,2.93
4710,2019-11-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.213,104.304,3.562,0.0,2.0,5.4,1,300,104.23100000000001,102.81034933333343,2.92
6210,2019-12-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.209,104.23100000000001,3.4789999999999996,0.0,2.0,5.4,1,300,104.197,102.81034933333343,2.99
7712,2020-01-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.194,104.197,3.3960000000000004,0.0,2.0,5.4,1,300,104.708,102.81034933333343,3.0
9253,2020-02-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.023,104.708,3.3139999999999996,0.0,2.0,5.4,1,300,105.48899999999999,102.81034933333343,2.66
10780,2020-03-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,3.772,105.48899999999999,3.245,0.0,2.0,5.4,1,300,103.912,102.81034933333343,2.75
12299,2020-04-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,4.205,103.912,3.154,0.0,2.0,5.4,1,300,105.007,102.81034933333343,2.5
13826,2020-05-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,3.845,105.007,3.154,0.0,2.0,5.4,1,300,105.167,102.81034933333343,2.5
15330,2020-06-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,3.763,105.167,3.08,0.0,2.0,5.4,1,300,105.098,102.81034933333343,2.0
16822,2020-07-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,3.747,105.098,3.0,0.0,2.0,5.4,1,300,105.814,102.81034933333343,2.0
18310,2020-08-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,3.475,105.814,2.9160000000000004,0.0,2.0,5.4,1,300,105.927,102.81034933333343,1.75
19797,2020-09-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,3.3939999999999997,105.927,2.84,0.0,2.0,5.4,1,300,105.985,102.81034933333343,1.75
21297,2020-10-01,PZ180008,CIMBBANK 5.400% Perpetual Capital Securities - T3,3.326,105.985,2.76,0.0,2.0,5.4,1,300,105.90700000000001,102.81034933333343,1.75
252,2019-08-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.518,103.354,3.71,3.7,2.0,5.4,1,300,103.89399999999999,102.81034933333343,3.0
1733,2019-09-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.36,103.89399999999999,3.6260000000000003,3.3,2.0,5.4,1,300,104.34899999999999,102.81034933333343,3.0
3225,2019-10-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.223,104.34899999999999,3.554,3.3,2.0,5.4,1,300,104.304,102.81034933333343,2.93
4711,2019-11-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.213,104.304,3.562,2.7,2.0,5.4,1,300,104.23100000000001,102.81034933333343,2.92
6211,2019-12-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.209,104.23100000000001,3.4789999999999996,3.3,2.0,5.4,1,300,104.197,102.81034933333343,2.99
7713,2020-01-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.194,104.197,3.3960000000000004,2.7,2.0,5.4,1,300,104.708,102.81034933333343,3.0
9254,2020-02-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.023,104.708,3.3139999999999996,3.3,2.0,5.4,1,300,105.48899999999999,102.81034933333343,2.66
10781,2020-03-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,3.772,105.48899999999999,3.245,3.0,2.0,5.4,1,300,103.912,102.81034933333343,2.75
12300,2020-04-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,4.205,103.912,3.154,3.3,2.0,5.4,1,300,105.007,102.81034933333343,2.5
13827,2020-05-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,3.845,105.007,3.154,3.3,2.0,5.4,1,300,105.167,102.81034933333343,2.5
15331,2020-06-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,3.763,105.167,3.08,2.3,2.0,5.4,1,300,105.098,102.81034933333343,2.0
16823,2020-07-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,3.747,105.098,3.0,2.7,2.0,5.4,1,300,105.814,102.81034933333343,2.0
18311,2020-08-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,3.475,105.814,2.9160000000000004,3.0,2.0,5.4,1,300,105.927,102.81034933333343,1.75
19798,2020-09-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,3.3939999999999997,105.927,2.84,2.3,2.0,5.4,1,300,105.985,102.81034933333343,1.75
21298,2020-10-01,PZ180009,CIMB 5.400% Perpetual Capital Securities - T3,3.326,105.985,2.76,3.0,2.0,5.4,1,300,105.90700000000001,102.81034933333343,1.75
253,2019-08-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.7219999999999995,105.22399999999999,5.415,2.7,2.0,5.65,1,300,105.853,103.61841860465118,3.0
1734,2019-09-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.603,105.853,5.334,3.0,2.0,5.65,1,300,105.82600000000001,103.61841860465118,3.0
3226,2019-10-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.598,105.82600000000001,5.405,2.7,2.0,5.65,1,300,105.801,103.61841860465118,2.93
4712,2019-11-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.59,105.801,5.322,2.3,2.0,5.65,1,300,105.912,103.61841860465118,2.92
6212,2019-12-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.558,105.912,5.2410000000000005,2.7,2.0,5.65,1,300,105.715,103.61841860465118,2.99
7714,2020-01-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.581,105.715,5.157,2.3,2.0,5.65,1,300,106.83,103.61841860465118,3.0
9255,2020-02-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.3660000000000005,106.83,5.083,2.3,2.0,5.65,1,300,106.807,103.61841860465118,2.66
10782,2020-03-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.357,106.807,5.008,2.7,2.0,5.65,1,300,102.059,103.61841860465118,2.75
12301,2020-04-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,5.242999999999999,102.059,5.015,3.3,2.0,5.65,1,300,103.76100000000001,103.61841860465118,2.5
13828,2020-05-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.904,103.76100000000001,4.9430000000000005,2.7,2.0,5.65,1,300,104.198,103.61841860465118,2.5
15332,2020-06-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.81,104.198,4.872,2.7,2.0,5.65,1,300,104.22200000000001,103.61841860465118,2.0
16824,2020-07-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.795,104.22200000000001,4.793,2.7,2.0,5.65,1,300,104.586,103.61841860465118,2.0
18312,2020-08-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.711,104.586,4.708,3.0,2.0,5.65,1,300,104.568,103.61841860465118,1.75
19799,2020-09-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.704,104.568,4.631,3.0,2.0,5.65,1,300,104.654,103.61841860465118,1.75
21299,2020-10-01,PZ190001,IJM LAND 5.650% PERPETUAL SUKUK MUSHARAKAH -S1 T1,4.675,104.654,4.68,3.0,2.0,5.65,1,300,104.691,103.61841860465118,1.75
254,2019-08-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.822,105.73299999999999,6.061,4.0,2.0,5.73,1,300,106.402,103.61841860465118,3.0
1735,2019-09-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.711,106.402,5.982,3.7,2.0,5.73,1,300,106.73299999999999,103.61841860465118,3.0
3227,2019-10-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.652,106.73299999999999,6.0760000000000005,3.3,2.0,5.73,1,300,106.742,103.61841860465118,2.93
4713,2019-11-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.64,106.742,5.994,3.0,2.0,5.73,1,300,106.821,103.61841860465118,2.92
6213,2019-12-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.617,106.821,5.912000000000001,3.3,2.0,5.73,1,300,106.603,103.61841860465118,2.99
7715,2020-01-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.641,106.603,5.827999999999999,3.3,2.0,5.73,1,300,107.825,103.61841860465118,3.0
9256,2020-02-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.436,107.825,5.757000000000001,3.0,2.0,5.73,1,300,107.875,103.61841860465118,2.66
10783,2020-03-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.417,107.875,5.683,3.3,2.0,5.73,1,300,102.21799999999999,103.61841860465118,2.75
12302,2020-04-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,5.343999999999999,102.21799999999999,5.691,3.7,2.0,5.73,1,300,104.302,103.61841860465118,2.5
13829,2020-05-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.982,104.302,5.626,3.3,2.0,5.73,1,300,104.78200000000001,103.61841860465118,2.5
15333,2020-06-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.893,104.78200000000001,5.557,3.3,2.0,5.73,1,300,104.815,103.61841860465118,2.0
16825,2020-07-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.879,104.815,5.478,3.3,2.0,5.73,1,300,105.264,103.61841860465118,2.0
18313,2020-08-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.792,105.264,5.395,3.7,2.0,5.73,1,300,105.23100000000001,103.61841860465118,1.75
19800,2020-09-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.789,105.23100000000001,5.318,3.3,2.0,5.73,1,300,105.34299999999999,103.61841860465118,1.75
21300,2020-10-01,PZ190002,IJM LAND 5.730% PERPETUAL SUKUK MUSHARAKAH -S1 T2,4.76,105.34299999999999,5.3870000000000005,3.7,2.0,5.73,1,300,105.406,103.61841860465118,1.75
255,2019-08-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.58,101.302,4.313,2.3,2.0,4.88,1,300,101.919,102.81034933333343,3.0
1736,2019-09-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.4319999999999995,101.919,4.23,2.7,2.0,4.88,1,300,102.459,102.81034933333343,3.0
3228,2019-10-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.3,102.459,4.159,2.7,2.0,4.88,1,300,102.43299999999999,102.81034933333343,2.93
4714,2019-11-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.297,102.43299999999999,4.0760000000000005,2.3,2.0,4.88,1,300,102.40700000000001,102.81034933333343,2.92
6214,2019-12-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.294,102.40700000000001,3.9930000000000003,2.0,2.0,4.88,1,300,102.42299999999999,102.81034933333343,2.99
7716,2020-01-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.281000000000001,102.42299999999999,4.005,2.3,2.0,4.88,1,300,103.073,102.81034933333343,3.0
9257,2020-02-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.109,103.073,3.924,2.0,2.0,4.88,1,300,103.97,102.81034933333343,2.66
10784,2020-03-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,3.873,103.97,3.8560000000000003,2.3,2.0,4.88,1,300,101.95299999999999,102.81034933333343,2.75
12303,2020-04-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,4.369,101.95299999999999,3.761,2.3,2.0,4.88,1,300,103.382,102.81034933333343,2.5
13830,2020-05-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,3.987,103.382,3.6830000000000003,2.7,2.0,4.88,1,300,103.60799999999999,102.81034933333343,2.5
15334,2020-06-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,3.9130000000000003,103.60799999999999,3.61,2.7,2.0,4.88,1,300,103.637,102.81034933333343,2.0
16826,2020-07-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,3.888,103.637,3.613,3.0,2.0,4.88,1,300,104.55,102.81034933333343,2.0
18314,2020-08-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,3.6189999999999998,104.55,3.531,3.0,2.0,4.88,1,300,104.676,102.81034933333343,1.75
19801,2020-09-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,3.56,104.676,3.4539999999999997,3.0,2.0,4.88,1,300,105.015,102.81034933333343,1.75
21301,2020-10-01,PZ190007,CIMB 4.880% Perpetual Capital Securities - T4,3.4389999999999996,105.015,3.3760000000000003,2.7,2.0,4.88,1,300,104.99600000000001,102.81034933333343,1.75
3229,2019-10-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.681,100.322,6.5920000000000005,0.0,2.0,4.73,1,300,100.355,103.61841860465118,2.93
4715,2019-11-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.675,100.355,6.51,0.0,2.0,4.73,1,300,100.48,103.61841860465118,2.92
6215,2019-12-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.655,100.48,6.428,0.0,2.0,4.73,1,300,100.32700000000001,103.61841860465118,2.99
7717,2020-01-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.678,100.32700000000001,6.343,2.7,2.0,4.73,1,300,101.63799999999999,103.61841860465118,3.0
9258,2020-02-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.474,101.63799999999999,6.274,3.0,2.0,4.73,1,300,101.76799999999999,103.61841860465118,2.66
10785,2020-03-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.452,101.76799999999999,6.2010000000000005,2.7,2.0,4.73,1,300,95.93799999999999,103.61841860465118,2.75
12304,2020-04-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,5.396,95.93799999999999,6.195,2.3,2.0,4.73,1,300,98.111,103.61841860465118,2.5
13831,2020-05-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,5.038,98.111,6.132000000000001,2.3,2.0,4.73,1,300,98.667,103.61841860465118,2.5
15335,2020-06-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.948,98.667,6.064,2.0,2.0,4.73,1,300,98.762,103.61841860465118,2.0
16827,2020-07-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.934,98.762,5.985,1.7,2.0,4.73,1,300,99.28200000000001,103.61841860465118,2.0
18315,2020-08-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.849,99.28200000000001,5.902,1.3,2.0,4.73,1,300,99.309,103.61841860465118,1.75
19802,2020-09-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.846,99.309,5.825,0.0,2.0,4.73,1,300,99.48700000000001,103.61841860465118,1.75
21302,2020-10-01,PZ190013,IJM LAND 4.730% PERPETUAL SUKUK MUSHARAKAH -S2 T3,4.817,99.48700000000001,5.885,0.0,2.0,4.73,1,300,99.62299999999999,103.61841860465118,1.75
10786,2020-03-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),3.897,100.238,4.488,2.3,2.0,3.95,1,300,98.825,107.40385388888906,2.75
12305,2020-04-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),4.217,98.825,4.397,3.3,2.0,3.95,1,300,100.95299999999999,107.40385388888906,2.5
13832,2020-05-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),3.7310000000000003,100.95299999999999,4.324,3.3,2.0,3.95,1,300,101.678,107.40385388888906,2.5
15336,2020-06-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),3.5610000000000004,101.678,4.254,3.3,2.0,3.95,1,300,101.902,107.40385388888906,2.0
16828,2020-07-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),3.503,101.902,4.175,3.3,2.0,3.95,1,300,103.514,107.40385388888906,2.0
18316,2020-08-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),3.1180000000000003,103.514,4.099,3.7,2.0,3.95,1,300,103.51299999999999,107.40385388888906,1.75
19803,2020-09-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),3.105,103.51299999999999,4.096,3.7,2.0,3.95,1,300,103.81,107.40385388888906,1.75
21303,2020-10-01,PZ200004,TG EXCELLENCE SUKUK WAKALAH (TRANCHE 1),3.0189999999999997,103.81,4.018,3.3,2.0,3.95,1,300,103.68,107.40385388888906,1.75
260,2019-08-01,UE180234,B LAND MTN 366D 18.12.2019,3.88,100.243,0.374,1.3,2.0,4.55,0,6,100.204,106.41570576540745,3.0
1741,2019-09-01,UE180234,B LAND MTN 366D 18.12.2019,3.8,100.204,0.28600000000000003,1.3,2.0,4.55,0,3,100.154,106.41570576540745,3.0
3230,2019-10-01,UE180234,B LAND MTN 366D 18.12.2019,3.7689999999999997,100.154,0.21100000000000002,1.3,2.0,4.55,0,3,100.089,106.41570576540745,2.93
4716,2019-11-01,UE180234,B LAND MTN 366D 18.12.2019,3.782,100.089,0.127,0.0,2.0,4.55,0,3,100.03399999999999,106.41570576540745,2.92
261,2019-08-01,UE180235,SPARROW MTN 365D 10.12.2019,3.932,100.244,0.353,0.0,2.0,4.65,0,6,100.19200000000001,106.41570576540745,3.0
1742,2019-09-01,UE180235,SPARROW MTN 365D 10.12.2019,3.8810000000000002,100.19200000000001,0.264,0.0,2.0,4.65,0,3,100.141,106.41570576540745,3.0
3231,2019-10-01,UE180235,SPARROW MTN 365D 10.12.2019,3.8489999999999998,100.141,0.18899999999999997,0.0,2.0,4.65,0,3,100.07600000000001,106.41570576540745,2.93
4717,2019-11-01,UE180235,SPARROW MTN 365D 10.12.2019,3.86,100.07600000000001,0.105,0.0,2.0,4.65,0,3,100.015,106.41570576540745,2.92
262,2019-08-01,UE180236,SPARROW MTN 365D 10.12.2019,3.932,100.244,0.353,0.0,2.0,4.65,0,6,100.19200000000001,112.43938260869567,3.0
1743,2019-09-01,UE180236,SPARROW MTN 365D 10.12.2019,3.8810000000000002,100.19200000000001,0.264,0.0,2.0,4.65,0,3,100.141,112.43938260869567,3.0
3232,2019-10-01,UE180236,SPARROW MTN 365D 10.12.2019,3.8489999999999998,100.141,0.18899999999999997,0.0,2.0,4.65,0,3,100.07600000000001,112.43938260869567,2.93
4718,2019-11-01,UE180236,SPARROW MTN 365D 10.12.2019,3.86,100.07600000000001,0.105,0.0,2.0,4.65,0,3,100.015,112.43938260869567,2.92
263,2019-08-01,UE190219,CIMB MTN 366D 12.6.2020 - Tranche No 7,3.64,100.131,0.838,0.0,2.0,3.8,0,12,100.19,106.14524117827534,3.0
1744,2019-09-01,UE190219,CIMB MTN 366D 12.6.2020 - Tranche No 7,3.543,100.19,0.75,0.0,2.0,3.8,0,12,100.196,106.14524117827534,3.0
